  
       XFOIL         Version 6.96
  
 Calculated polar for: CLARK Y AIRFOIL                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -9.500  -0.6138   0.01942   0.01521  -0.0919   0.9744   0.0249
  -9.250  -0.5853   0.01872   0.01449  -0.0926   0.9712   0.0254
  -9.000  -0.5602   0.01823   0.01395  -0.0924   0.9655   0.0259
  -8.750  -0.5348   0.01779   0.01345  -0.0921   0.9596   0.0264
  -8.500  -0.5089   0.01733   0.01294  -0.0920   0.9542   0.0270
  -8.250  -0.4853   0.01678   0.01229  -0.0913   0.9467   0.0276
  -8.000  -0.4604   0.01615   0.01154  -0.0908   0.9405   0.0280
  -7.750  -0.4358   0.01569   0.01100  -0.0903   0.9326   0.0286
  -7.500  -0.4099   0.01537   0.01058  -0.0899   0.9259   0.0290
  -7.250  -0.3842   0.01500   0.01011  -0.0895   0.9180   0.0293
  -7.000  -0.3599   0.01406   0.00901  -0.0889   0.9107   0.0297
  -6.750  -0.3365   0.01283   0.00769  -0.0884   0.9026   0.0304
  -6.500  -0.3112   0.01219   0.00697  -0.0879   0.8951   0.0308
  -6.250  -0.2852   0.01169   0.00643  -0.0876   0.8870   0.0313
  -5.750  -0.2325   0.01090   0.00553  -0.0870   0.8711   0.0322
  -5.500  -0.2059   0.01057   0.00512  -0.0867   0.8633   0.0328
  -5.250  -0.1791   0.01026   0.00476  -0.0864   0.8543   0.0334
  -5.000  -0.1523   0.00999   0.00443  -0.0862   0.8450   0.0341
  -4.750  -0.1255   0.00972   0.00409  -0.0859   0.8348   0.0346
  -4.500  -0.0985   0.00947   0.00378  -0.0856   0.8253   0.0350
  -4.250  -0.0714   0.00926   0.00350  -0.0854   0.8165   0.0354
  -4.000  -0.0440   0.00908   0.00327  -0.0852   0.8067   0.0357
  -3.750  -0.0175   0.00870   0.00281  -0.0849   0.7972   0.0369
  -3.500   0.0096   0.00847   0.00252  -0.0846   0.7879   0.0381
  -3.250   0.0371   0.00830   0.00232  -0.0845   0.7787   0.0394
  -3.000   0.0645   0.00818   0.00214  -0.0843   0.7689   0.0407
  -2.750   0.0922   0.00806   0.00199  -0.0841   0.7587   0.0422
  -2.500   0.1198   0.00796   0.00184  -0.0840   0.7486   0.0440
  -2.250   0.1471   0.00784   0.00170  -0.0838   0.7388   0.0488
  -2.000   0.1747   0.00767   0.00160  -0.0837   0.7297   0.0659
  -1.750   0.2020   0.00752   0.00151  -0.0835   0.7209   0.0930
  -1.500   0.2293   0.00737   0.00143  -0.0834   0.7112   0.1210
  -1.250   0.2564   0.00718   0.00137  -0.0833   0.7019   0.1672
  -1.000   0.2833   0.00701   0.00133  -0.0831   0.6927   0.2229
  -0.750   0.3107   0.00686   0.00131  -0.0830   0.6834   0.2696
  -0.500   0.3380   0.00677   0.00130  -0.0829   0.6741   0.3090
  -0.250   0.3651   0.00664   0.00128  -0.0828   0.6638   0.3575
   0.000   0.3918   0.00645   0.00128  -0.0826   0.6533   0.4324
   0.250   0.4171   0.00614   0.00130  -0.0822   0.6422   0.5591
   0.500   0.4408   0.00578   0.00134  -0.0814   0.6307   0.7081
   0.750   0.4632   0.00547   0.00141  -0.0800   0.6194   0.8388
   1.000   0.4866   0.00538   0.00150  -0.0786   0.6079   0.9226
   1.250   0.5201   0.00546   0.00157  -0.0796   0.5950   0.9665
   1.500   0.5600   0.00558   0.00162  -0.0821   0.5805   0.9856
   1.750   0.6022   0.00572   0.00167  -0.0853   0.5639   0.9946
   2.000   0.6464   0.00585   0.00171  -0.0889   0.5456   1.0000
   2.250   0.6708   0.00598   0.00176  -0.0882   0.5297   1.0000
   2.500   0.6949   0.00612   0.00182  -0.0874   0.5128   1.0000
   2.750   0.7187   0.00628   0.00189  -0.0866   0.4935   1.0000
   3.000   0.7423   0.00647   0.00198  -0.0857   0.4720   1.0000
   3.250   0.7650   0.00672   0.00209  -0.0847   0.4436   1.0000
   3.500   0.7870   0.00702   0.00223  -0.0836   0.4086   1.0000
   3.750   0.8091   0.00733   0.00238  -0.0825   0.3791   1.0000
   4.000   0.8326   0.00757   0.00252  -0.0816   0.3604   1.0000
   4.250   0.8567   0.00779   0.00267  -0.0809   0.3459   1.0000
   4.500   0.8810   0.00801   0.00282  -0.0802   0.3335   1.0000
   4.750   0.9060   0.00819   0.00296  -0.0797   0.3242   1.0000
   5.000   0.9314   0.00836   0.00311  -0.0793   0.3174   1.0000
   5.250   0.9570   0.00852   0.00325  -0.0788   0.3109   1.0000
   5.500   0.9822   0.00872   0.00342  -0.0784   0.3038   1.0000
   5.750   1.0081   0.00886   0.00357  -0.0780   0.2974   1.0000
   6.000   1.0330   0.00909   0.00375  -0.0775   0.2894   1.0000
   6.250   1.0590   0.00923   0.00390  -0.0772   0.2817   1.0000
   6.500   1.0840   0.00945   0.00408  -0.0768   0.2718   1.0000
   6.750   1.1090   0.00966   0.00426  -0.0763   0.2614   1.0000
   7.000   1.1341   0.00988   0.00445  -0.0759   0.2500   1.0000
   7.250   1.1584   0.01014   0.00466  -0.0754   0.2364   1.0000
   7.500   1.1816   0.01048   0.00491  -0.0747   0.2176   1.0000
   7.750   1.2028   0.01097   0.00525  -0.0737   0.1896   1.0000
   8.250   1.2407   0.01224   0.00619  -0.0710   0.1327   1.0000
   8.500   1.2606   0.01279   0.00663  -0.0699   0.1136   1.0000
   8.750   1.2805   0.01333   0.00708  -0.0687   0.0988   1.0000
   9.000   1.3008   0.01381   0.00752  -0.0676   0.0880   1.0000
   9.250   1.3208   0.01430   0.00796  -0.0665   0.0790   1.0000
   9.500   1.3401   0.01481   0.00841  -0.0653   0.0698   1.0000
   9.750   1.3571   0.01539   0.00893  -0.0636   0.0573   1.0000
  10.000   1.3618   0.01664   0.00992  -0.0602   0.0254   1.0000
  10.250   1.3715   0.01761   0.01085  -0.0575   0.0168   1.0000
  10.500   1.3856   0.01831   0.01159  -0.0555   0.0149   1.0000
  10.750   1.4007   0.01897   0.01230  -0.0538   0.0139   1.0000
  11.000   1.4136   0.01976   0.01313  -0.0519   0.0130   1.0000
  11.250   1.4236   0.02077   0.01422  -0.0497   0.0121   1.0000
  11.500   1.4375   0.02154   0.01504  -0.0481   0.0118   1.0000
  11.750   1.4503   0.02239   0.01595  -0.0464   0.0113   1.0000
  12.000   1.4619   0.02335   0.01697  -0.0447   0.0109   1.0000
  12.250   1.4724   0.02441   0.01809  -0.0431   0.0105   1.0000
  12.500   1.4810   0.02565   0.01939  -0.0413   0.0101   1.0000
  12.750   1.4847   0.02733   0.02115  -0.0393   0.0097   1.0000
  13.000   1.4888   0.02903   0.02295  -0.0375   0.0094   1.0000
  13.250   1.4985   0.03033   0.02432  -0.0363   0.0092   1.0000
  13.500   1.5063   0.03185   0.02591  -0.0352   0.0089   1.0000
  13.750   1.5122   0.03356   0.02770  -0.0340   0.0087   1.0000
  14.000   1.5169   0.03546   0.02968  -0.0329   0.0085   1.0000
  14.250   1.5205   0.03753   0.03183  -0.0320   0.0083   1.0000
  14.500   1.5231   0.03975   0.03412  -0.0312   0.0081   1.0000
  14.750   1.5240   0.04222   0.03668  -0.0305   0.0079   1.0000
  15.000   1.5231   0.04500   0.03955  -0.0299   0.0078   1.0000
  15.250   1.5193   0.04819   0.04284  -0.0296   0.0076   1.0000
  15.500   1.5118   0.05198   0.04673  -0.0295   0.0075   1.0000
  15.750   1.5001   0.05647   0.05134  -0.0298   0.0074   1.0000
  16.000   1.4855   0.06151   0.05651  -0.0304   0.0073   1.0000
  16.250   1.4724   0.06656   0.06168  -0.0312   0.0072   1.0000
  16.500   1.4677   0.07059   0.06582  -0.0320   0.0072   1.0000
  16.750   1.4609   0.07500   0.07033  -0.0331   0.0071   1.0000
  17.000   1.4527   0.07967   0.07511  -0.0342   0.0071   1.0000
  17.250   1.4435   0.08463   0.08017  -0.0356   0.0070   1.0000
  17.500   1.4336   0.08975   0.08540  -0.0372   0.0069   1.0000
  17.750   1.4229   0.09504   0.09079  -0.0388   0.0069   1.0000
  18.000   1.4117   0.10050   0.09635  -0.0407   0.0068   1.0000
