  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.750   0.2900   0.03575   0.02574  -0.0836   0.8821   1.0000
   1.000   0.3166   0.03657   0.02643  -0.0844   0.8694   1.0000
   1.250   0.3420   0.03746   0.02721  -0.0850   0.8570   1.0000
   1.500   0.3718   0.03836   0.02800  -0.0862   0.8458   1.0000
   1.750   0.4130   0.03909   0.02862  -0.0888   0.8357   1.0000
   2.000   0.4299   0.04014   0.02962  -0.0881   0.8232   1.0000
   2.250   0.4529   0.04117   0.03059  -0.0883   0.8118   1.0000
   2.500   0.4924   0.04188   0.03125  -0.0905   0.8022   1.0000
   2.750   0.5095   0.04305   0.03239  -0.0899   0.7903   1.0000
   3.000   0.5279   0.04426   0.03358  -0.0894   0.7788   1.0000
   3.250   0.5662   0.04496   0.03427  -0.0912   0.7696   1.0000
   3.500   0.5815   0.04627   0.03560  -0.0904   0.7577   1.0000
   3.750   0.5962   0.04773   0.03705  -0.0896   0.7465   1.0000
   4.000   0.6350   0.04832   0.03768  -0.0911   0.7370   1.0000
   4.250   0.6464   0.04992   0.03930  -0.0901   0.7251   1.0000
   4.500   0.6592   0.05153   0.04095  -0.0891   0.7135   1.0000
   4.750   0.6949   0.05221   0.04167  -0.0901   0.7038   1.0000
   5.000   0.7094   0.05375   0.04328  -0.0893   0.6918   1.0000
   5.250   0.7169   0.05575   0.04532  -0.0880   0.6799   1.0000
   5.500   0.7421   0.05688   0.04651  -0.0879   0.6689   1.0000
   5.750   0.7723   0.05768   0.04742  -0.0881   0.6579   1.0000
   6.000   0.7737   0.06012   0.04991  -0.0865   0.6450   1.0000
   6.250   0.7860   0.06203   0.05189  -0.0857   0.6330   1.0000
   6.500   0.8168   0.06274   0.05272  -0.0856   0.6214   1.0000
   6.750   0.8415   0.06375   0.05385  -0.0851   0.6091   1.0000
   7.000   0.8430   0.06634   0.05651  -0.0836   0.5952   1.0000
   7.250   0.8513   0.06850   0.05876  -0.0825   0.5813   1.0000
   7.500   0.8671   0.07004   0.06040  -0.0814   0.5669   1.0000
   7.750   0.8865   0.07116   0.06166  -0.0802   0.5517   1.0000
   8.000   0.9081   0.07193   0.06256  -0.0789   0.5355   1.0000
   8.250   0.9309   0.07238   0.06316  -0.0773   0.5186   1.0000
   8.500   0.9547   0.07259   0.06354  -0.0755   0.5015   1.0000
   8.750   0.9857   0.07176   0.06289  -0.0734   0.4840   1.0000
   9.000   1.2725   0.04155   0.03319  -0.0743   0.4435   1.0000
   9.250   1.2985   0.04001   0.03163  -0.0714   0.4108   1.0000
   9.500   1.3102   0.03953   0.03112  -0.0674   0.3762   1.0000
   9.750   1.3184   0.03942   0.03081  -0.0631   0.3384   1.0000
  10.000   1.3248   0.03991   0.03091  -0.0590   0.3012   1.0000
  10.250   1.3265   0.04130   0.03202  -0.0549   0.2702   1.0000
  10.500   1.3283   0.04312   0.03369  -0.0514   0.2452   1.0000
  10.750   1.3401   0.04512   0.03548  -0.0492   0.2231   1.0000
  11.000   1.3527   0.04742   0.03778  -0.0474   0.2062   1.0000
  11.250   1.3686   0.04976   0.04008  -0.0460   0.1920   1.0000
  11.500   1.3924   0.05231   0.04258  -0.0457   0.1796   1.0000
  11.750   1.3929   0.05510   0.04569  -0.0429   0.1727   1.0000
  12.000   1.4092   0.05796   0.04860  -0.0420   0.1644   1.0000
  12.250   1.3997   0.06112   0.05211  -0.0387   0.1604   1.0000
  12.500   1.4298   0.06425   0.05517  -0.0393   0.1521   1.0000
  12.750   1.4065   0.06782   0.05914  -0.0353   0.1508   1.0000
  13.000   1.3810   0.07194   0.06362  -0.0321   0.1498   1.0000
  13.250   1.3520   0.07677   0.06876  -0.0299   0.1493   1.0000
  13.500   1.3181   0.08256   0.07484  -0.0288   0.1496   1.0000
  13.750   1.2801   0.08958   0.08211  -0.0292   0.1505   1.0000
  14.000   1.2403   0.09792   0.09061  -0.0311   0.1517   1.0000
