  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -2.250   0.0725   0.01020   0.00360  -0.0760   0.7820   0.6103
  -2.000   0.1000   0.01022   0.00359  -0.0757   0.7749   0.6315
  -1.750   0.1275   0.01022   0.00357  -0.0755   0.7672   0.6441
  -1.500   0.1553   0.01023   0.00353  -0.0754   0.7602   0.6549
  -1.250   0.1832   0.01024   0.00349  -0.0753   0.7523   0.6653
  -1.000   0.2112   0.01025   0.00346  -0.0752   0.7455   0.6748
  -0.750   0.2389   0.01026   0.00345  -0.0751   0.7375   0.6836
  -0.500   0.2672   0.01029   0.00341  -0.0751   0.7308   0.6934
  -0.250   0.2946   0.01030   0.00343  -0.0750   0.7227   0.7012
   0.000   0.3227   0.01034   0.00341  -0.0749   0.7161   0.7103
   0.250   0.3501   0.01036   0.00346  -0.0748   0.7080   0.7184
   0.500   0.3780   0.01040   0.00347  -0.0747   0.7013   0.7272
   0.750   0.4054   0.01043   0.00354  -0.0746   0.6932   0.7357
   1.000   0.4330   0.01048   0.00357  -0.0744   0.6864   0.7441
   1.250   0.4605   0.01053   0.00366  -0.0743   0.6783   0.7531
   1.500   0.4877   0.01058   0.00371  -0.0741   0.6714   0.7613
   1.750   0.5152   0.01064   0.00382  -0.0740   0.6632   0.7707
   2.000   0.5420   0.01070   0.00390  -0.0736   0.6560   0.7789
   2.250   0.5693   0.01077   0.00402  -0.0735   0.6475   0.7882
   2.500   0.5959   0.01084   0.00412  -0.0731   0.6400   0.7969
   2.750   0.6226   0.01091   0.00426  -0.0728   0.6309   0.8060
   3.000   0.6491   0.01100   0.00437  -0.0725   0.6226   0.8156
   3.250   0.6749   0.01107   0.00452  -0.0720   0.6125   0.8246
   3.500   0.7010   0.01115   0.00465  -0.0715   0.6008   0.8347
   3.750   0.7261   0.01123   0.00477  -0.0708   0.5873   0.8448
   4.000   0.7506   0.01131   0.00489  -0.0701   0.5709   0.8550
   4.250   0.7749   0.01141   0.00500  -0.0692   0.5526   0.8663
   4.750   0.8202   0.01171   0.00523  -0.0669   0.4968   0.8916
   5.000   0.8410   0.01193   0.00537  -0.0655   0.4590   0.9069
   5.250   0.8612   0.01220   0.00555  -0.0640   0.4164   0.9258
   5.500   0.8827   0.01269   0.00582  -0.0631   0.3565   0.9584
   5.750   0.9022   0.01365   0.00637  -0.0624   0.2750   1.0000
   6.000   0.9187   0.01482   0.00710  -0.0613   0.1962   1.0000
   6.250   0.9358   0.01594   0.00787  -0.0603   0.1347   1.0000
   6.500   0.9536   0.01697   0.00863  -0.0593   0.0915   1.0000
   6.750   0.9724   0.01788   0.00939  -0.0583   0.0661   1.0000
   7.000   0.9919   0.01869   0.01013  -0.0574   0.0526   1.0000
   7.250   1.0110   0.01948   0.01090  -0.0564   0.0446   1.0000
   7.500   1.0306   0.02020   0.01168  -0.0555   0.0394   1.0000
   7.750   1.0476   0.02108   0.01255  -0.0543   0.0353   1.0000
   8.000   1.0644   0.02193   0.01349  -0.0529   0.0328   1.0000
   8.250   1.0800   0.02277   0.01441  -0.0514   0.0306   1.0000
   8.500   1.0930   0.02368   0.01537  -0.0496   0.0288   1.0000
   8.750   1.1019   0.02488   0.01659  -0.0473   0.0272   1.0000
   9.000   1.1143   0.02590   0.01770  -0.0456   0.0260   1.0000
   9.250   1.1268   0.02695   0.01885  -0.0440   0.0246   1.0000
   9.500   1.1387   0.02808   0.02006  -0.0424   0.0235   1.0000
   9.750   1.1498   0.02932   0.02136  -0.0409   0.0227   1.0000
  10.000   1.1604   0.03066   0.02276  -0.0395   0.0220   1.0000
  10.250   1.1699   0.03218   0.02433  -0.0381   0.0214   1.0000
  10.500   1.1798   0.03390   0.02609  -0.0367   0.0208   1.0000
  10.750   1.1923   0.03538   0.02772  -0.0356   0.0204   1.0000
  11.000   1.2047   0.03697   0.02945  -0.0345   0.0199   1.0000
  11.250   1.2168   0.03866   0.03129  -0.0334   0.0195   1.0000
  11.500   1.2281   0.04043   0.03321  -0.0324   0.0190   1.0000
  11.750   1.2381   0.04228   0.03521  -0.0315   0.0185   1.0000
  12.000   1.2465   0.04415   0.03723  -0.0306   0.0180   1.0000
  12.250   1.2536   0.04614   0.03935  -0.0298   0.0176   1.0000
  12.500   1.2594   0.04821   0.04155  -0.0292   0.0171   1.0000
  12.750   1.2644   0.05049   0.04395  -0.0286   0.0168   1.0000
  13.000   1.2684   0.05302   0.04661  -0.0281   0.0166   1.0000
  13.250   1.2708   0.05589   0.04961  -0.0277   0.0164   1.0000
  13.500   1.2700   0.05924   0.05315  -0.0274   0.0162   1.0000
  13.750   1.2651   0.06291   0.05708  -0.0274   0.0160   1.0000
  14.000   1.2577   0.06701   0.06145  -0.0279   0.0159   1.0000
  14.250   1.2476   0.07160   0.06630  -0.0287   0.0158   1.0000
  14.500   1.2353   0.07669   0.07165  -0.0301   0.0158   1.0000
  14.750   1.2206   0.08236   0.07757  -0.0321   0.0157   1.0000
  15.000   1.2039   0.08874   0.08420  -0.0349   0.0156   1.0000
  15.250   1.1855   0.09582   0.09152  -0.0384   0.0156   1.0000
  15.500   1.1654   0.10373   0.09966  -0.0428   0.0156   1.0000
  15.750   1.1439   0.11253   0.10868  -0.0481   0.0156   1.0000
  16.000   1.1203   0.12262   0.11898  -0.0546   0.0157   1.0000
  16.250   1.0940   0.13428   0.13082  -0.0624   0.0158   1.0000
  16.500   1.0626   0.14877   0.14548  -0.0720   0.0160   1.0000
