  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   2.500   0.4894   0.02467   0.01437  -0.0616   0.7495   1.0000
   2.750   0.5119   0.02512   0.01485  -0.0616   0.7398   1.0000
   3.000   0.5443   0.02527   0.01505  -0.0625   0.7332   1.0000
   3.250   0.5662   0.02580   0.01564  -0.0623   0.7228   1.0000
   3.500   0.6008   0.02586   0.01576  -0.0632   0.7167   1.0000
   3.750   0.6216   0.02645   0.01646  -0.0628   0.7054   1.0000
   4.000   0.6482   0.02682   0.01693  -0.0629   0.6962   1.0000
   4.250   0.6784   0.02699   0.01721  -0.0631   0.6877   1.0000
   4.500   0.7013   0.02748   0.01785  -0.0627   0.6762   1.0000
   4.750   0.7294   0.02769   0.01820  -0.0626   0.6661   1.0000
   5.000   0.7613   0.02762   0.01828  -0.0626   0.6560   1.0000
   5.250   0.7860   0.02782   0.01865  -0.0619   0.6423   1.0000
   5.500   0.8128   0.02777   0.01881  -0.0611   0.6275   1.0000
   5.750   0.8424   0.02738   0.01859  -0.0602   0.6106   1.0000
   6.000   0.8654   0.02716   0.01854  -0.0585   0.5884   1.0000
   6.250   0.8910   0.02650   0.01802  -0.0565   0.5606   1.0000
   6.500   0.9104   0.02608   0.01767  -0.0539   0.5234   1.0000
   6.750   0.9270   0.02590   0.01748  -0.0511   0.4754   1.0000
   7.000   0.9401   0.02612   0.01757  -0.0483   0.4122   1.0000
   7.250   0.9485   0.02693   0.01791  -0.0451   0.3202   1.0000
   7.500   0.9472   0.02883   0.01909  -0.0417   0.2324   1.0000
   7.750   0.9432   0.03108   0.02083  -0.0386   0.1761   1.0000
   8.000   0.9425   0.03336   0.02280  -0.0362   0.1413   1.0000
   8.250   0.9449   0.03557   0.02483  -0.0343   0.1206   1.0000
   8.500   0.9496   0.03769   0.02684  -0.0326   0.1057   1.0000
   8.750   0.9578   0.03965   0.02879  -0.0312   0.0943   1.0000
   9.000   0.9689   0.04152   0.03072  -0.0299   0.0862   1.0000
   9.250   0.9817   0.04332   0.03250  -0.0288   0.0788   1.0000
   9.500   1.0031   0.04488   0.03423  -0.0278   0.0722   1.0000
   9.750   1.0260   0.04648   0.03585  -0.0271   0.0667   1.0000
  10.000   1.0540   0.04828   0.03785  -0.0266   0.0615   1.0000
  10.250   1.0829   0.05037   0.04020  -0.0264   0.0578   1.0000
  10.500   1.1069   0.05267   0.04255  -0.0263   0.0549   1.0000
  10.750   1.1236   0.05550   0.04568  -0.0257   0.0525   1.0000
  11.000   1.1309   0.05848   0.04908  -0.0245   0.0507   1.0000
  11.250   1.1352   0.06171   0.05266  -0.0235   0.0494   1.0000
  11.500   1.1352   0.06522   0.05650  -0.0225   0.0487   1.0000
  11.750   1.1305   0.06897   0.06057  -0.0216   0.0482   1.0000
  12.000   1.1213   0.07308   0.06499  -0.0212   0.0478   1.0000
  12.250   1.1079   0.07762   0.06981  -0.0213   0.0476   1.0000
  12.500   1.0904   0.08277   0.07525  -0.0222   0.0476   1.0000
  12.750   1.0688   0.08870   0.08144  -0.0240   0.0477   1.0000
  13.000   1.0430   0.09570   0.08869  -0.0272   0.0480   1.0000
  13.250   1.0136   0.10409   0.09729  -0.0319   0.0485   1.0000
  13.500   0.9815   0.11425   0.10762  -0.0384   0.0493   1.0000
