  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -2.000   0.1111   0.00641   0.00101  -0.0768   0.6635   0.3768
  -1.750   0.1395   0.00623   0.00096  -0.0771   0.6563   0.4309
  -1.500   0.1681   0.00605   0.00094  -0.0774   0.6495   0.4880
  -1.250   0.1967   0.00599   0.00093  -0.0776   0.6423   0.5168
  -1.000   0.2254   0.00594   0.00093  -0.0778   0.6355   0.5432
  -0.750   0.2541   0.00592   0.00094  -0.0780   0.6282   0.5616
  -0.500   0.2828   0.00594   0.00094  -0.0781   0.6216   0.5722
  -0.250   0.3115   0.00595   0.00095  -0.0783   0.6140   0.5829
   0.000   0.3401   0.00597   0.00096  -0.0785   0.6070   0.5917
   0.250   0.3688   0.00599   0.00098  -0.0786   0.5991   0.6000
   0.500   0.3973   0.00602   0.00101  -0.0788   0.5916   0.6077
   0.750   0.4259   0.00605   0.00104  -0.0789   0.5830   0.6156
   1.000   0.4544   0.00609   0.00108  -0.0790   0.5749   0.6236
   1.250   0.4829   0.00614   0.00112  -0.0792   0.5660   0.6320
   1.500   0.5113   0.00618   0.00118  -0.0793   0.5572   0.6407
   1.750   0.5395   0.00625   0.00124  -0.0794   0.5466   0.6500
   2.250   0.5954   0.00643   0.00139  -0.0795   0.5199   0.6683
   2.500   0.6232   0.00655   0.00147  -0.0795   0.5047   0.6774
   2.750   0.6508   0.00668   0.00157  -0.0795   0.4863   0.6855
   3.000   0.6778   0.00687   0.00168  -0.0794   0.4592   0.6934
   3.250   0.7032   0.00722   0.00185  -0.0791   0.4094   0.7008
   3.500   0.7280   0.00765   0.00206  -0.0787   0.3560   0.7081
   3.750   0.7529   0.00807   0.00231  -0.0783   0.3092   0.7149
   4.000   0.7768   0.00861   0.00261  -0.0779   0.2532   0.7222
   4.250   0.8001   0.00920   0.00295  -0.0773   0.1951   0.7288
   4.500   0.8233   0.00979   0.00331  -0.0768   0.1426   0.7362
   4.750   0.8470   0.01032   0.00366  -0.0763   0.1009   0.7433
   5.000   0.8715   0.01074   0.00398  -0.0758   0.0740   0.7509
   5.250   0.8962   0.01112   0.00428  -0.0755   0.0549   0.7583
   5.500   0.9212   0.01146   0.00459  -0.0751   0.0424   0.7665
   5.750   0.9463   0.01177   0.00488  -0.0748   0.0341   0.7743
   6.000   0.9715   0.01206   0.00518  -0.0744   0.0295   0.7830
   6.250   0.9966   0.01234   0.00547  -0.0741   0.0261   0.7914
   6.500   1.0216   0.01262   0.00578  -0.0737   0.0234   0.8007
   6.750   1.0461   0.01294   0.00612  -0.0733   0.0208   0.8100
   7.000   1.0707   0.01322   0.00644  -0.0728   0.0190   0.8197
   7.250   1.0945   0.01356   0.00680  -0.0723   0.0169   0.8306
   7.500   1.1181   0.01388   0.00718  -0.0717   0.0155   0.8416
   7.750   1.1414   0.01421   0.00756  -0.0711   0.0144   0.8533
   8.000   1.1640   0.01458   0.00796  -0.0703   0.0134   0.8659
   8.250   1.1854   0.01500   0.00844  -0.0694   0.0125   0.8797
   8.500   1.2068   0.01535   0.00886  -0.0684   0.0121   0.8951
   8.750   1.2267   0.01569   0.00930  -0.0671   0.0117   0.9152
   9.000   1.2460   0.01599   0.00972  -0.0657   0.0114   1.0000
   9.250   1.2672   0.01647   0.01022  -0.0649   0.0110   1.0000
   9.500   1.2877   0.01696   0.01074  -0.0640   0.0106   1.0000
   9.750   1.3072   0.01750   0.01130  -0.0629   0.0102   1.0000
  10.000   1.3250   0.01811   0.01195  -0.0616   0.0099   1.0000
  10.250   1.3394   0.01879   0.01268  -0.0597   0.0096   1.0000
  10.500   1.3520   0.01947   0.01341  -0.0575   0.0094   1.0000
  10.750   1.3654   0.02011   0.01410  -0.0555   0.0093   1.0000
  11.000   1.3783   0.02079   0.01484  -0.0536   0.0092   1.0000
  11.250   1.3903   0.02156   0.01568  -0.0517   0.0091   1.0000
  11.500   1.4018   0.02239   0.01658  -0.0498   0.0090   1.0000
  11.750   1.4128   0.02329   0.01755  -0.0481   0.0089   1.0000
  12.000   1.4237   0.02426   0.01858  -0.0464   0.0087   1.0000
  12.250   1.4339   0.02530   0.01969  -0.0449   0.0086   1.0000
  12.500   1.4446   0.02636   0.02080  -0.0435   0.0084   1.0000
  12.750   1.4534   0.02761   0.02212  -0.0420   0.0083   1.0000
  13.000   1.4622   0.02891   0.02350  -0.0407   0.0082   1.0000
  13.250   1.4705   0.03030   0.02497  -0.0395   0.0081   1.0000
  13.500   1.4780   0.03181   0.02655  -0.0384   0.0079   1.0000
  13.750   1.4848   0.03344   0.02826  -0.0374   0.0078   1.0000
  14.000   1.4907   0.03521   0.03010  -0.0365   0.0077   1.0000
  14.250   1.4960   0.03710   0.03207  -0.0357   0.0076   1.0000
  14.500   1.5001   0.03918   0.03423  -0.0350   0.0075   1.0000
  14.750   1.5032   0.04142   0.03655  -0.0345   0.0074   1.0000
  15.000   1.5033   0.04407   0.03930  -0.0341   0.0073   1.0000
  15.250   1.5014   0.04705   0.04238  -0.0338   0.0072   1.0000
  15.500   1.4958   0.05058   0.04603  -0.0339   0.0070   1.0000
  15.750   1.4985   0.05326   0.04881  -0.0341   0.0070   1.0000
  16.000   1.5000   0.05619   0.05185  -0.0344   0.0069   1.0000
  16.250   1.4988   0.05957   0.05534  -0.0350   0.0069   1.0000
  16.500   1.4969   0.06318   0.05906  -0.0359   0.0068   1.0000
  16.750   1.4949   0.06694   0.06293  -0.0369   0.0068   1.0000
  17.000   1.4909   0.07110   0.06721  -0.0382   0.0067   1.0000
  17.250   1.4857   0.07560   0.07184  -0.0398   0.0067   1.0000
  17.500   1.4802   0.08031   0.07666  -0.0416   0.0066   1.0000
  17.750   1.4734   0.08538   0.08186  -0.0437   0.0066   1.0000
  18.000   1.4642   0.09101   0.08762  -0.0462   0.0065   1.0000
  18.250   1.4542   0.09698   0.09371  -0.0491   0.0065   1.0000
  18.500   1.4433   0.10330   0.10017  -0.0523   0.0065   1.0000
  18.750   1.4301   0.11024   0.10725  -0.0559   0.0064   1.0000
  19.000   1.4164   0.11746   0.11460  -0.0599   0.0064   1.0000
  19.250   1.4014   0.12518   0.12246  -0.0644   0.0064   1.0000
