  
       XFOIL         Version 6.96
  
 Calculated polar for: CLARK Y AIRFOIL                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.750   0.4587   0.01851   0.01114  -0.0909   0.8228   1.0000
   1.000   0.4950   0.01820   0.01074  -0.0917   0.8154   1.0000
   1.250   0.5218   0.01814   0.01061  -0.0910   0.8041   1.0000
   1.500   0.5474   0.01813   0.01054  -0.0901   0.7925   1.0000
   1.750   0.5797   0.01788   0.01022  -0.0901   0.7833   1.0000
   2.000   0.6085   0.01772   0.01001  -0.0896   0.7720   1.0000
   2.250   0.6339   0.01769   0.00993  -0.0886   0.7589   1.0000
   2.500   0.6607   0.01761   0.00981  -0.0877   0.7459   1.0000
   2.750   0.6885   0.01750   0.00966  -0.0870   0.7330   1.0000
   3.000   0.7166   0.01739   0.00949  -0.0864   0.7195   1.0000
   3.250   0.7438   0.01730   0.00936  -0.0855   0.7046   1.0000
   3.500   0.7699   0.01727   0.00928  -0.0846   0.6881   1.0000
   3.750   0.7954   0.01729   0.00925  -0.0836   0.6706   1.0000
   4.000   0.8211   0.01732   0.00924  -0.0826   0.6524   1.0000
   4.250   0.8471   0.01737   0.00921  -0.0817   0.6336   1.0000
   4.500   0.8738   0.01746   0.00919  -0.0809   0.6150   1.0000
   4.750   0.8972   0.01771   0.00940  -0.0798   0.5947   1.0000
   5.000   0.9213   0.01798   0.00962  -0.0788   0.5753   1.0000
   5.250   0.9460   0.01829   0.00985  -0.0780   0.5574   1.0000
   5.500   0.9706   0.01863   0.01012  -0.0772   0.5405   1.0000
   5.750   0.9949   0.01901   0.01045  -0.0763   0.5244   1.0000
   6.000   1.0188   0.01941   0.01081  -0.0755   0.5089   1.0000
   6.250   1.0422   0.01978   0.01114  -0.0745   0.4930   1.0000
   6.500   1.0650   0.02014   0.01146  -0.0735   0.4768   1.0000
   6.750   1.0873   0.02051   0.01180  -0.0724   0.4611   1.0000
   7.000   1.1094   0.02094   0.01224  -0.0713   0.4465   1.0000
   7.250   1.1315   0.02142   0.01276  -0.0703   0.4331   1.0000
   7.500   1.1536   0.02191   0.01329  -0.0693   0.4197   1.0000
   7.750   1.1755   0.02241   0.01382  -0.0683   0.4065   1.0000
   8.000   1.1971   0.02293   0.01435  -0.0672   0.3929   1.0000
   8.250   1.2182   0.02347   0.01492  -0.0661   0.3789   1.0000
   8.500   1.2388   0.02405   0.01551  -0.0649   0.3645   1.0000
   8.750   1.2581   0.02466   0.01615  -0.0635   0.3492   1.0000
   9.000   1.2755   0.02531   0.01685  -0.0619   0.3326   1.0000
   9.250   1.2908   0.02599   0.01760  -0.0599   0.3146   1.0000
   9.500   1.3041   0.02665   0.01830  -0.0576   0.2954   1.0000
   9.750   1.3159   0.02731   0.01893  -0.0552   0.2763   1.0000
  10.000   1.3249   0.02802   0.01965  -0.0524   0.2575   1.0000
  10.250   1.3309   0.02876   0.02046  -0.0492   0.2393   1.0000
  10.500   1.3363   0.02954   0.02127  -0.0461   0.2233   1.0000
  10.750   1.3413   0.03044   0.02219  -0.0430   0.2094   1.0000
  11.000   1.3473   0.03148   0.02322  -0.0403   0.1972   1.0000
  11.250   1.3539   0.03261   0.02428  -0.0378   0.1865   1.0000
  11.500   1.3594   0.03385   0.02564  -0.0355   0.1760   1.0000
  11.750   1.3649   0.03520   0.02707  -0.0333   0.1663   1.0000
  12.000   1.3683   0.03666   0.02850  -0.0311   0.1570   1.0000
  12.250   1.3687   0.03826   0.03022  -0.0290   0.1473   1.0000
  12.500   1.3694   0.04007   0.03217  -0.0271   0.1381   1.0000
  12.750   1.3687   0.04207   0.03420  -0.0254   0.1294   1.0000
  13.000   1.3644   0.04442   0.03666  -0.0238   0.1196   1.0000
  13.250   1.3568   0.04727   0.03965  -0.0225   0.1086   1.0000
  13.500   1.3456   0.05070   0.04316  -0.0215   0.0969   1.0000
  13.750   1.3323   0.05464   0.04712  -0.0208   0.0856   1.0000
  14.000   1.3196   0.05873   0.05120  -0.0202   0.0761   1.0000
  14.250   1.3103   0.06255   0.05499  -0.0199   0.0694   1.0000
  14.500   1.3050   0.06622   0.05879  -0.0194   0.0635   1.0000
  14.750   1.3011   0.06963   0.06219  -0.0193   0.0596   1.0000
  15.000   1.2996   0.07289   0.06556  -0.0188   0.0562   1.0000
  15.250   1.2970   0.07647   0.06929  -0.0189   0.0533   1.0000
  15.500   1.2952   0.07985   0.07272  -0.0191   0.0508   1.0000
  15.750   1.2975   0.08261   0.07541  -0.0187   0.0485   1.0000
  16.000   1.2921   0.08687   0.07995  -0.0194   0.0471   1.0000
  16.250   1.2873   0.09111   0.08441  -0.0200   0.0458   1.0000
  16.500   1.2822   0.09546   0.08896  -0.0209   0.0448   1.0000
  16.750   1.2755   0.10014   0.09382  -0.0221   0.0440   1.0000
  17.000   1.2673   0.10518   0.09905  -0.0238   0.0434   1.0000
  17.250   1.2568   0.11077   0.10483  -0.0260   0.0430   1.0000
  17.500   1.2419   0.11739   0.11167  -0.0291   0.0428   1.0000
  17.750   1.2181   0.12614   0.12069  -0.0340   0.0430   1.0000
  18.000   1.1716   0.14084   0.13576  -0.0436   0.0444   1.0000
  18.250   1.0657   0.17534   0.17052  -0.0663   0.0498   1.0000
  18.500   1.0634   0.18080   0.17597  -0.0691   0.0489   1.0000
  18.750   0.9950   0.21955   0.21443  -0.0905   0.0654   1.0000
  19.000   1.0031   0.22395   0.21884  -0.0919   0.0673   1.0000
