  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 63-412 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  15.500   1.3704   0.06740   0.06278  -0.0347   0.0094   1.0000
  15.750   1.3669   0.07146   0.06699  -0.0358   0.0093   1.0000
  16.000   1.3626   0.07582   0.07151  -0.0373   0.0092   1.0000
  16.250   1.3568   0.08057   0.07643  -0.0391   0.0092   1.0000
  16.500   1.3492   0.08575   0.08177  -0.0412   0.0091   1.0000
  16.750   1.3406   0.09132   0.08751  -0.0437   0.0090   1.0000
  17.000   1.3309   0.09731   0.09367  -0.0466   0.0090   1.0000
  17.250   1.3192   0.10390   0.10044  -0.0500   0.0089   1.0000
  17.500   1.3064   0.11094   0.10764  -0.0538   0.0088   1.0000
  17.750   1.2922   0.11855   0.11543  -0.0582   0.0088   1.0000
  18.000   1.2762   0.12686   0.12391  -0.0632   0.0088   1.0000
  18.250   1.2584   0.13587   0.13309  -0.0688   0.0088   1.0000
  18.500   1.2377   0.14599   0.14340  -0.0752   0.0087   1.0000
  18.750   1.2128   0.15775   0.15534  -0.0828   0.0088   1.0000
