  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -0.500   0.4265   0.00766   0.00208  -0.1038   0.7141   0.5024
  -0.250   0.4513   0.00733   0.00214  -0.1031   0.7014   0.6445
   0.000   0.4741   0.00703   0.00220  -0.1018   0.6886   0.7752
   0.250   0.4944   0.00681   0.00229  -0.0995   0.6757   0.9086
   0.500   0.5429   0.00683   0.00228  -0.1037   0.6616   0.9948
   0.750   0.5727   0.00693   0.00228  -0.1041   0.6484   1.0000
   1.000   0.5983   0.00705   0.00231  -0.1035   0.6356   1.0000
   1.250   0.6239   0.00719   0.00235  -0.1030   0.6230   1.0000
   1.500   0.6499   0.00731   0.00240  -0.1026   0.6104   1.0000
   1.750   0.6761   0.00744   0.00246  -0.1022   0.5984   1.0000
   2.000   0.7023   0.00759   0.00253  -0.1018   0.5871   1.0000
   2.250   0.7283   0.00775   0.00260  -0.1014   0.5758   1.0000
   2.500   0.7548   0.00788   0.00269  -0.1011   0.5646   1.0000
   2.750   0.7811   0.00804   0.00279  -0.1007   0.5544   1.0000
   3.000   0.8073   0.00820   0.00290  -0.1004   0.5444   1.0000
   3.250   0.8339   0.00834   0.00302  -0.1001   0.5349   1.0000
   3.500   0.8600   0.00854   0.00314  -0.0998   0.5260   1.0000
   3.750   0.8867   0.00866   0.00327  -0.0995   0.5166   1.0000
   4.000   0.9127   0.00884   0.00341  -0.0992   0.5067   1.0000
   4.250   0.9385   0.00902   0.00355  -0.0988   0.4957   1.0000
   4.500   0.9647   0.00917   0.00370  -0.0984   0.4849   1.0000
   4.750   0.9903   0.00937   0.00385  -0.0980   0.4741   1.0000
   5.000   1.0155   0.00957   0.00400  -0.0975   0.4618   1.0000
   5.250   1.0403   0.00977   0.00416  -0.0970   0.4460   1.0000
   5.500   1.0652   0.00997   0.00433  -0.0964   0.4309   1.0000
   5.750   1.0906   0.01016   0.00452  -0.0960   0.4187   1.0000
   6.000   1.1155   0.01038   0.00472  -0.0955   0.4067   1.0000
   6.250   1.1399   0.01063   0.00495  -0.0949   0.3935   1.0000
   6.500   1.1639   0.01090   0.00518  -0.0942   0.3784   1.0000
   6.750   1.1875   0.01119   0.00543  -0.0935   0.3609   1.0000
   7.000   1.2103   0.01152   0.00571  -0.0927   0.3410   1.0000
   7.250   1.2318   0.01193   0.00603  -0.0917   0.3191   1.0000
   7.500   1.2528   0.01238   0.00639  -0.0906   0.2935   1.0000
   7.750   1.2718   0.01294   0.00682  -0.0892   0.2643   1.0000
   8.000   1.2891   0.01362   0.00734  -0.0876   0.2320   1.0000
   8.250   1.3042   0.01442   0.00794  -0.0856   0.1973   1.0000
   8.500   1.3175   0.01531   0.00862  -0.0834   0.1607   1.0000
   8.750   1.3282   0.01622   0.00934  -0.0807   0.1301   1.0000
   9.000   1.3388   0.01711   0.01011  -0.0781   0.1080   1.0000
   9.250   1.3500   0.01798   0.01089  -0.0756   0.0904   1.0000
   9.500   1.3615   0.01884   0.01169  -0.0732   0.0782   1.0000
   9.750   1.3735   0.01968   0.01251  -0.0709   0.0704   1.0000
  10.000   1.3845   0.02060   0.01340  -0.0687   0.0648   1.0000
  10.250   1.3969   0.02144   0.01429  -0.0667   0.0610   1.0000
  10.500   1.4094   0.02230   0.01519  -0.0648   0.0580   1.0000
  10.750   1.4184   0.02340   0.01630  -0.0626   0.0550   1.0000
  11.000   1.4270   0.02457   0.01753  -0.0605   0.0528   1.0000
  11.250   1.4395   0.02551   0.01855  -0.0589   0.0510   1.0000
  11.500   1.4503   0.02659   0.01969  -0.0573   0.0492   1.0000
  11.750   1.4584   0.02791   0.02104  -0.0555   0.0473   1.0000
  12.000   1.4602   0.02976   0.02294  -0.0533   0.0455   1.0000
  12.250   1.4688   0.03116   0.02443  -0.0519   0.0443   1.0000
  12.500   1.4791   0.03246   0.02581  -0.0507   0.0429   1.0000
  12.750   1.4875   0.03395   0.02738  -0.0495   0.0414   1.0000
  13.000   1.4938   0.03568   0.02917  -0.0483   0.0400   1.0000
  13.250   1.4941   0.03801   0.03154  -0.0469   0.0387   1.0000
  13.500   1.4941   0.04045   0.03407  -0.0457   0.0375   1.0000
  13.750   1.5030   0.04212   0.03584  -0.0450   0.0363   1.0000
  14.000   1.5091   0.04410   0.03790  -0.0444   0.0349   1.0000
  14.250   1.5135   0.04630   0.04017  -0.0438   0.0337   1.0000
  14.500   1.5126   0.04913   0.04305  -0.0432   0.0326   1.0000
  14.750   1.5064   0.05260   0.04659  -0.0426   0.0315   1.0000
  15.000   1.5124   0.05486   0.04898  -0.0424   0.0305   1.0000
  15.250   1.5153   0.05748   0.05169  -0.0423   0.0294   1.0000
  15.500   1.5171   0.06031   0.05459  -0.0423   0.0283   1.0000
  15.750   1.5155   0.06359   0.05793  -0.0425   0.0274   1.0000
  16.000   1.5055   0.06789   0.06228  -0.0426   0.0265   1.0000
  16.250   1.5080   0.07082   0.06534  -0.0429   0.0257   1.0000
  16.500   1.5081   0.07407   0.06871  -0.0433   0.0248   1.0000
  16.750   1.5068   0.07756   0.07229  -0.0439   0.0240   1.0000
  17.000   1.5043   0.08125   0.07605  -0.0445   0.0233   1.0000
  17.250   1.4987   0.08538   0.08024  -0.0453   0.0226   1.0000
